tahun,sub_holding,sub_holding_original,unit_operasi,wilayah_kerja,luasan_offsite_ha,luasan_overlap_ha,luasan_total_ha,location_adjacent,location_overlapped,biodiversity_score,biodiversity_category,fauna_names,fauna_released_count,flora_names
2024,SH Upstream,SH Upstream,Region 3,PT Pertamina EP Asset 5 Field Bunyu,804.9,,804.9,no,,2.449,Sedang,"1. Konservasi Bekantan di Area Konservasi Nibung, Area Konservasi Mangrove dan Area Konservasi Bekantan
1.1 Bekantan (Nasalis larvatus) – EN
1.2 Monyet Ekor-panjang (Macaca fascicularis) – EN
1.3 Babi Berjenggot (Sus barbatus) – VU
1.4 Trenggiling (Manis javanica) – CR
1.5 Musang Luwak (Paradoxurus hermaphroditus) – LC
1.6 Beruk (Macaca nemestrina) – EN
1.7 Codot Krawar (Cynopterus brachyotis) – LC
1.8 Landak Raya (Hystrix brachyura) – LC
1.9 Tupai sp. (Muridae sp.)
1.10 Rattus sp (Rattus sp.)
1.11 Berang-Berang (Lutra sp) – EN
1.12 Bajing Kelapa (Callosciurus notatus) – LC
1.13 Mentilin (Tarsius bancanus) – VU
1.14 Musang Tenggalung (Viverra tangalunga) – LC

2. Konservasi Elang Laut Perut Putih di Area Konservasi Pulau Bunyu
2.1 Remetuk Laut (Gerygone sulphurea) – LC
2.2 Elang laut perut-putih (Haliaeetus leucogaster) – LC
2.3 Elang bondol (Haliastur indus) – LC
2.4 Raja-udang Meninting (Alcedo meninting) – LC
2.5 Cekakak Sungai (Todirhamphus chloris) – LC
2.6 Kapinis rumah (Apus nipalensis) – LC
2.7 Cangak abu (Ardea cinerea) – LC
2.8 Kuntuk kerbau (Bubulcus ibis) – LC
2.9 Kuntul kecil (Egretta garzetta) – LC
2.10 Kuntul perak (Egretta intermedia) – LC
2.11 Kekep babi (Artamus leucorhynchus) – LC
2.12 Kapasan kemiri (Lalage nigra) – LC
2.13 Pergam hijau (Ducula aenea) – LC
2.14 Perkutut jawa (Geopelia striata) – LC
2.15 Tekukur biasa (Streptopelia chinensis) – LC
2.16 Punai gading (Treron vernans) – LC
2.17 Tiong lampu biasa (Eurystomus orientalis) – LC
2.18 Wiwik kelabu (Cacomantis merulinus) – LC
2.19 Bondol Kalimantan* (Lonchura fuscans*) – LC
2.20 Layang-layang batu (Hirundo tahitica) – LC
2.21 Apung Tanah (Anthus novaeseelandiae) – LC
2.22 Burung-madu sriganti (Nectarinia jugularis) – LC
2.23 Caladi tilik (Dendrocopos moluccensis) – LC
2.24 Betet ekor-panjang (Psittacula longicauda) – VU
2.25 Kareo padi (Amaurornis phoenicurus) – LC
2.26 Kipasan belang (Rhipidura javanica) – LC
2.27 Elang Hitam (Ictinaetus malaiensis) – LC
2.28 Elang Tikus (Elanus caeruleus) – LC
2.29 Elang Tiram (Pandion haliaetus) – LC
2.30 Cipoh Kacat (Aegithina tiphia) – LC
2.31 Pekakak Emas (Pelargopsis capensis) – LC
2.32 Udang Api (Ceyx erithaca) – LC
2.33 Pecuk Ular Asia (Anhinga melanogaster) – NT
2.34 Walet Palem Asia (Cypsiurus balasiensis) – LC
2.35 Wallet (Collocalia sp.) – LC
2.36 Kengkareng Perut Putih (AntheracocerosMalayanus) – LC
2.37 Cabak Kota (Caprimulgus affinis) – LC
2.38 Cinenen Kelabu (Orthotomus ruficeps) – LC
2.39 Cinenen Belukar (Orthotomus atrogularis) – LC
2.40 Perenjak Rawa (Prinia flaviventris) – LC
2.41 Bangau Tong Tong (Leptoptilos javanicus) – VU
2.42 Delimukan Zamrud (Chalcophaps indica) – LC
2.43 Gagak Hutan (Corvus enca) – LC
2.44 Bubut Alang-Alang (Centropus bengalensis) – LC
2.45 Bubut Besar (Centropus sinensis) – LC
2.46 Kadalan Birah (Phaenicophaeus curvirostris) – LC
2.47 Wiwik Uncuing (Cacomantis variolosus) – LC
2.48 Cabai Bunga Api (Dicaeum trigonostigma) – LC
2.49 Bondol Peking (Lonchura punctulate) – LC
2.50 Bondol Rawa (Lonchura malacca) – LC
2.51 Sempur Hujan Darat (Eurylaimus ochromalus) – LC
2.52 Takur Tenggeret (Psilopogon duvaucelii) – LC
2.53 Kirik-Kirik Biru (Merops viridis) – LC
2.54 Burung Madu Kelapa (Anthreptes malacensis)
2.55 Burung Madu Polos (Anthreptes simplex) – LC
2.56 Pijantung Kecil (Arachnothera longirostra) – LC
2.57 Burung Gereja (Passer montanus) – LC
2.58 Pelatuk Merah (Chrysophlegma miniaceum) – LC
2.59 Caladi Batu (Meiglyptes tristis) – LC
2.60 Cucak Kutilang (Pycnonotus aurigaster) – LC
2.61 Merbah Cerukcuk (Pycnonotus goiavier) – LC
2.62 Merbah Mata Merah (Pycnonotus brunneus) – LC
2.63 Tiong Emas (Gracula religiosa indica) – LC
2.64 Kerak Kerbau (Acridotheres javanicus) – VU
2.65 Perling Kumbang (Aplonis panayensis) – LC
2.66 Ciung Air Coreng (Macronus gularis) – LC
2.67 Burung Madu Sepah Raja (Aethopyga siparaja) – LC

3. Pembangunan Menara Bird Hide di Area Konservasi Pulau Bunyu
3.1 Remetuk Laut (Gerygone sulphurea) – LC
3.2 Elang laut perut-putih (Haliaeetus leucogaster) – LC
3.3 Elang bondol (Haliastur indus) – LC
3.4 Raja-udang Meninting (Alcedo meninting) – LC
3.5 Cekakak Sungai (Todirhamphus chloris) – LC
3.6 Kapinis rumah (Apus nipalensis) – LC
3.7 Cangak abu (Ardea cinerea) – LC
3.8 Kuntuk kerbau (Bubulcus ibis) – LC
3.9 Kuntul kecil (Egretta garzetta) – LC
3.10 Kuntul perak (Egretta intermedia) – LC
3.11 Kekep babi (Artamus leucorhynchus) – LC
3.12 Kapasan kemiri (Lalage nigra) – LC
3.13 Pergam hijau (Ducula aenea) – LC
3.14 Perkutut jawa (Geopelia striata) – LC
3.15 Tekukur biasa (Streptopelia chinensis) – LC
3.16 Punai gading (Treron vernans) – LC
3.17 Tiong lampu biasa (Eurystomus orientalis) – LC
3.18 Wiwik kelabu (Cacomantis merulinus) – LC
3.19 Bondol Kalimantan* (Lonchura fuscans*) – LC
3.20 Layang-layang batu (Hirundo tahitica) – LC
3.21 Apung Tanah (Anthus novaeseelandiae) – LC
3.22 Burung-madu sriganti (Nectarinia jugularis) – LC
3.23 Caladi tilik (Dendrocopos moluccensis) – LC
3.24 Betet ekor-panjang (Psittacula longicauda) – VU
3.25 Kareo padi (Amaurornis phoenicurus) – LC
3.26 Kipasan belang (Rhipidura javanica) – LC
3.27 Elang Hitam (Ictinaetus malaiensis) – LC
3.28 Elang Tikus (Elanus caeruleus) – LC
3.29 Elang Tiram (Pandion haliaetus) – LC
3.30 Cipoh Kacat (Aegithina tiphia) – LC
3.31 Pekakak Emas (Pelargopsis capensis) – LC
3.32 Udang Api (Ceyx erithaca) – LC
3.33 Pecuk Ular Asia (Anhinga melanogaster) – NT
3.34 Walet Palem Asia (Cypsiurus balasiensis) – LC
3.35 Wallet (Collocalia sp.) – LC
3.36 Kengkareng Perut Putih (AntheracocerosMalayanus) – LC
3.37 Cabak Kota (Caprimulgus affinis) – LC
3.38 Cinenen Kelabu (Orthotomus ruficeps) – LC
3.39 Cinenen Belukar (Orthotomus atrogularis) – LC
3.40 Perenjak Rawa (Prinia flaviventris) – LC
3.41 Bangau Tong Tong (Leptoptilos javanicus) – VU
3.42 Delimukan Zamrud (Chalcophaps indica) – LC
3.43 Gagak Hutan (Corvus enca) – LC
3.44 Bubut Alang-Alang (Centropus bengalensis) – LC
3.45 Bubut Besar (Centropus sinensis) – LC
3.46 Kadalan Birah (Phaenicophaeus curvirostris) – LC
3.47 Wiwik Uncuing (Cacomantis variolosus) – LC
3.48 Cabai Bunga Api (Dicaeum trigonostigma) – LC
3.49 Bondol Peking (Lonchura punctulate) – LC
3.50 Bondol Rawa (Lonchura malacca) – LC
3.51 Sempur Hujan Darat (Eurylaimus ochromalus) – LC
3.52 Takur Tenggeret (Psilopogon duvaucelii) – LC
3.53 Kirik-Kirik Biru (Merops viridis) – LC
3.54 Burung Madu Kelapa (Anthreptes malacensis) – LC
3.55 Burung Madu Polos (Anthreptes simplex) – LC
3.56 Pijantung Kecil (Arachnothera longirostra) – LC
3.57 Burung Gereja (Passer montanus) – LC
3.58 Pelatuk Merah (Chrysophlegma miniaceum) – LC
3.59 Caladi Batu (Meiglyptes tristis) – LC
3.60 Cucak Kutilang (Pycnonotus aurigaster) – LC
3.61 Merbah Cerukcuk (Pycnonotus goiavier) – LC
3.62 Merbah Mata Merah (Pycnonotus brunneus) – LC
3.63 Tiong Emas (Gracula religiosa indica) – LC
3.64 Kerak Kerbau (Acridotheres javanicus) – VU
3.65 Perling Kumbang (Aplonis panayensis) – LC
3.66 Ciung Air Coreng (Macronus gularis) – LC
3.67 Burung Madu Sepah Raja (Aethopyga siparaja) – LC

4. BEATLES (Balembangan Sea Turtle Ecopark & Conservation)
4.1 Ikan Pelagis (Selaroides leptolepis) – LC
4.2 Ikan Demersal (Lobocheilos falcifer) – VU
4.3 Ikan Karang (Cheilinus undulatus Rupell)
4.4 Ikan Kerapu (Epinephelus sp.)
4.5 Ikan Muka Sebelah (Psettodes erumei) – DD
4.6 Penyu Hijau (Chelonia mydas) – EN
4.7 Penyu Sisik (Eretmochelys imbricata) – CR

5. EKOLEGON (Ekowisata Cemara Laut dalam Peningkatan Populasi Elang Bondol
5.1 Elang bondol (Haliastur indus) – LC",18,"1. Konservasi Aneka Mangrove di Area Konservasi Mangrove Terminal
1.1 Api-Api Putih (Avicennia alba Blume) – LC
1.2 Api-Api (Avicennia marina) – LC
1.3 Teruntum Merah (Lumnitzera littorea (Jack) Voigt) – LC
1.4 Nipah (Nypa fruticans Wurmb) – LC
1.5 Perepat (Sonneratia alba Sm.) – LC
1.6 Ceriops Tagal
1.7 Bakau (Rhizopora mucronata)
1.8 Bruguiera cylindrica
1.9 Rhizopora apiculate – LC

2. AFLIEN (Pelestarian Flora Area Konservasi Nibung)
2.1 Jemating (Baccaurea bracteata Müll.Arg.)
2.2 Dungin (Dillenia suffruticosa (Griff.) Martelli)
2.3 Alad Sadik (Gaertnera vaginans (DC.) Merr.)
2.4 Merkubung (Glochidion lutescens Blume) – LC
2.5 Dampul (Glochidion zeylanicum (Gaertn.) A.Juss.) – LC
2.6 Jirak (Guioa diplopetala (Hassk.) Radlk.) – LC
2.7 Medang Pasir (Litsea elliptica Blume) – LC
2.8 Jemating (Polyscias aherniana (Merr.) Lowry & G.M.Plunkett)
2.9 Jirak (Symplocos cochinchinensis (Lour.) S.Moore)
2.10 Akasia Daun Kecil (Acacia auriculiformis A.Cunn. ex Benth.) – LC
2.11 Akasia Daun Besar (Acacia mangium Willd.) – LC
2.12 Pinang (Areca catechu L.) – DD
2.13 Balung Kopen (Canthiumera robusta K.M.Wong & X.Y.Ng)
2.14 Medang (Litsea umbellata (Lour.) Merr.) – LC
2.15 Merkubung (Macaranga gigantea (Rchb.f. & Zoll.) Müll.Arg.)
2.16 Jirak (Symplocos cochinchinensis (Lour.) S.Moore)
2.17 Trembesi (Samanea Saman) – LC
2.18 Kelengkeng (Dimocarpus longan) – DD
2.19 Nangka (Artocarpus heterophyllus Lamk)
2.20 Durian (Durio Zibethinus) – DD
2.21 Rambutan (Nephelium lappaceum) – LC

3. ESFLONTA (Pelestarian Flora Area Konservasi Telaga Patra)
3.1 Bajan (Antidesma leucopodum Miq.) – LC
3.2 Jering Paya (Archidendron clypearia (Jack) I.C.Nielsen) – LC
3.3 Dungin (Dillenia suffruticosa (Griff.) Martelli)
3.4 Kayu Hitam (Diospyros siamang Bakh.)
3.5 Buah Tamang (Elaeocarpus submonoceras Miq.) – VU
3.6 Kaju Djottik (Fagraea ceilanica Thunb.)
3.7 Jirak (Guioa diplopetala (Hassk.) Radlk.) – LC
3.8 Medang Piwaras (Lindera lucida (Blume) Boerl.) – LC
3.9 Medang Pasir (Litsea elliptica Blume) – LC
3.10 Medang (Litsea umbellata (Lour.) Merr.) – LC
3.11 Temberas (Memecylon paniculatum Jack)
3.12 Jemating (Polyscias aherniana (Merr.) Lowry & G.M.Plunkett)
3.13 Jirak (Symplocos cochinchinensis (Lour.) S.Moore)
3.14 Terentang (Campnosperma auriculatum (Blume) Hook.f.) – LC
3.15 Nyawai (Ficus variegata Blume) – LC
3.16 Pagar-Pagar (Ixonanthes petiolaris Blume)
3.17 Mahang (Macaranga conifera (Rchb.f. & Zoll.) Müll.Arg.)
3.18 Temberas (Memecylon acuminatissimum Blume)
3.19 Trembesi (Samanea Saman)

4. FLOKAHAR 1 (Pelestarian Flora Area Konservasi Gaharu 1)
4.1 Gaharu (Aquilaria malaccensis Lam.) – CR
4.2 Jengkol (Archidendron jiringa (Jack) I.C. Nielsen) – LC
4.3 Petai (Parkia speciosa Hassk.) – LC
4.4 Nangka (Artocarpus integer (Thunb.) Merr.)
4.5 Durian (Durio zibethinus L.) – DD
4.6 Tangkil (Gnetum gnemon L.) – LC
4.7 Nangka (Artocarpus heterophyllus Lamk)
4.8 Durian (Durio Zibethinus) – DD
4.9 Kelengkeng (Dimocarpus longan) – DD

5. FLOKAHAR 2 (Pelestarian Flora Area Konservasi Gaharu 2)
5.1 Sebasah (Aporosa frutescens Blume) – LC
5.2 Terap (Artocarpus anisophyllus Miq.) – VU
5.3 Terap (Artocarpus odoratissimus Blanco) – NT
5.4 Dungin (Dillenia suffruticosa (Griff.) Martelli)
5.5 Ara Bumi (Ficus uncinata (King) Becc.)
5.6 Dampul (Glochidion zeylanicum (Gaertn.) A. Juss.) – LC
5.7 Darah-Darah (Knema laurina (Blume) Warb.) – LC
5.8 Rambutan Hutan (Nephelium cuspidatum Blume) – LC
5.9 Pinang (Areca catechu L.) – LC
5.10 Nangka Air (Artocarpus kemando Miq.) – NT
5.11 Kayu Ara (Ficus aurata (Miq.) Miq.) – LC
5.12 Benying (Ficus fistulosa Reinw. ex Blume) – LC
5.13 Ara Bumi (Ficus uncinata (King) Becc.) – LC
5.14 Jirak (Guioa diplopetala (Hassk.) Radlk.) – LC
5.15 Pagar-Pagar (Ixonanthes petiolaris Blume) – LC
5.16 Merkubung (Macaranga gigantea (Rchb.f. & Zoll.) Müll.Arg.) – LC
5.17 Mangga (Mangifera indica L.) – DD
5.18 Rambutan (Nephelium lappaceum L.) – LC
5.19 Trembesi (Samanea Saman) – LC

6. FLOKANTAN (Pelestarian Flora Area Konservasi Bekantan)
6.1 Akasia Daun Besar (Acacia mangium Willd.) – LC
6.2 Merkubung (Glochidion lutescens Blume)
6.3 Mahang (Macaranga conifera (Rchb.f. & Zoll.) Müll.Arg.) – LC
6.4 Merkubung (Macaranga gigantea (Rchb.f. & Zoll.) Müll.Arg) – LC
6.5 Karamunting (Melastoma malabathricum L.)
6.6 Pternandra cogniauxii M.P.Nayar – LC
6.7 Bawaing (Adinandra dumosa Jack) – LC
6.8 Pternandra cogniauxii M.P.Nayar – LC
6.9 Kecapi (Sandoricum koetjape (Burm.f.) Merr.) – VU
6.10 Jirak (Symplocos cochinchinensis (Lour.) S.Moore) – LC
6.11 Jirak (Symplocos cochinchinensis (Lour.) S.Moore) – LC
6.12 Jambu-Jambu (Syzygium borneense (Miq.) Miq.)
6.13 Kopi-Kopi (Urophyllum polyneurum Miq.) – LC
6.14 Trembesi (Samanea Saman) – LC

7. Artificial Mangrove Tide
7.1 Ceriops Tagal – LC
7.2 Rhizopora mucronata
7.3 Avicennia alba – LC
7.4 Bruguiera cylindrica – LC
7.5 Rhizopora apiculata
7.6 Sonneratia alba – LC"
2024,SH Upstream,SH Upstream,Region 3,PT Pertamina EP Asset 5 Field Tarakan,130,2,132,yes,,2.91,Sedang,Bekantan (Nasalis larvatus) - EN,0,"Tarap (Artocarpus odoratissimus) - NT
Agathis (Agathis borneensis) - EN"
2024,SH Upstream,SH Upstream,Region 4,PT Pertamina EP Asset 4 Field Cepu,0.5,,0.5,no,,0,Rendah,Rusa Timor (Cervus temorensis) - LC,,
2024,SH Upstream,SH Upstream,Region 4,,57.05,,57.05,no,,1.74,Rendah,,,"1. Matoa (Pometia pinnata) - LC
2. Beringin (Ficus benjamina) - LC
3. Trembesi (Samanea saman) - LC
4. Sawo (Manikara zapota) - LC
5. Mangga (Mangifera indica) - DD
6. Kelengkeng (Dimocarpus longan) - DD
7. Cemara Laut (Casuarina equisetifolia) - LC
8. Kelapa (Cocos mucifera) - LC
9. Jambu Kristal (Psidium guajava) - LC
10. Sirsak (Annona muricata) - LC
11. Jati (Tectona grandis) - EN
12. Nangka (Artocarpus heterophyllus) - LC
13. Ketapang (Terminalia catappa) - LC"
2024,SH Upstream,SH Upstream,Region 4,,0.4,,0.4,no,,0,Rendah,,,Mahoni (Swietenia mahagoni) - NT
2024,SH Upstream,SH Upstream,Region 4,,4,,4,no,,1.1,Rendah,,,"1. Alpukat (Persea americana) - LC
2. Jambu Deli Madu (Syzygium aqueum) - LC"
2024,SH Upstream,SH Upstream,Region 4,,61.4,,61.4,no,,1.507,Rendah,"1. Belalang Tanduk Pendek (Caryanda sparia) - LC
2. Lebah Kayu Tropis (Xylocopa latipes) - LC
3. Wereng Daun (Bothrogonia addita) - LC
4. Semut Gila Kuning (Anoplolepis gracilis) - LC
5. Semut Rangrang (Oecophylla smaragdina) - LC
6. Gelombang Krim (Scopula perlata) - LC
7. Flat Salju Biasa (Tagiades japetus) - LC
8. Kupu-kupu Ercis Pelupa (Catochrysops strabo) - LC
9. Kupu-kupu Cerulean Gelap (Jamides bochus) - LC
10. Kupu-kupu Rumput Biru Kecil (Zizina otis) - LC
11. Kupu-kupu Sayap Elips Biru (Zizula hylax) - LC
12. Kupu-kupu Merak Coklat (Junonia hedonia) - LC
13. Semut Kayap (Paederus sp.) - LC
14. Elang-Ular Bido (Spilornis cheela) - LC
15. Walet Linchi (Collocalia linchi) - LC
16. Perkutut Jawa (Geopelia striata) - LC
17. Burung Cabai Jawa (Dicaeum trochileum) - LC
18. Burung Madu Sriganti (Cinnyris jugularis) - LC
19. Cucak Kutilang (Pycnonotus aurigaster) - LC
20. Katak Tegalan (Fejervarya limnocharis) - LC
21. Kodok Sawah (Fejervarya cancrivora) - LC
22. Percil Jawa (Microhyla achatina) - LC
23. Codot Krawar (Cynopterus brachyotis) - LC",,
2024,SH Upstream,SH Upstream,Region 4,PT Pertamina EP Asset 4 Field Sukowati,3.5,,3.5,no,,0,Rendah,,,1. Bakau Hitam (Rhizophora mucronata) - LC
2024,SH Upstream,SH Upstream,Region 4,,6.19,,6.19,no,,3.164,Tinggi,,,"1. Palem (Cyrtostachys renda) - LC
2. Pisang (Musa paradisiaca) - LC
3. Mangga gadung (Mangifera indica) - LC
4. Mangga harum manis (Mangifera indica) - LC
5. Asam (Tamarindus indica) - LC
6. Jambu biji (Psidium guajava) - LC
7. Kersen (Muntingia calabura) - LC
8. Trembesi (Samanea saman) - LC
9. Mindi (Melia azedarach) - LC
10. Waru (Hibiscus tiliaceus) - LC
11. Angsana (Pterocarpus indicus) - EN
12. Johar (Senna siamea) - LC
13. Lamtoro (Leucaena leucocephala) - CD
14. Tanjung (Mimusops elengi) - LC
15. Jati (Tectona grandis) - EN
16. Nangka (Artocarpus heterophyllus) - LC
17. Mahoni (Swietenia mahagoni) - NT
18. Sengon (Albizia chinensis) - LC
19. Randu (Ceiba pentandra) - LC
20. Gayam (Inocarpus fagifer) - LC
21. Bunga gading (Epipremnum aureum) - LC
22. Bambu (Chusquea bambusoides) - LC
23. Keluwih (Artocarpus camansi) - NT
24. Srikaya (Annona squamosa) - LC
25. Kelengkeng (Dimocarpus longan) - DD
26. Pucuk Merah (Syzygium alternifolium) - EN
27. Jaranan (Lannea coromandelica) - LC
28. Mengkudu (Morinda citrifolia) - LC
29. Belimbing (Averrhoa carambola) - DD
30. Sawo (Manilkara zapota) - LC
31. Sirsak (Annona muricata) - LC
32. Ketapang (Terminalia catappa) - LC
33. Kelapa (Cocos nucifera) - LC
34. Kawista (Limonia alata) - LC
35. Kemiri sunan (Reutealis trisperma) - NT
36. Mangga lalijiwa (Mangifera lalijiwa) - VU
37. Sawo kecik (Manilkara kauki) - DD
38. Kesemek (Diospyros kaki) - LC"
2024,SH Upstream,SH Upstream,Region 4,,9.28,,9.28,no,,0,Rendah,,,1. Mangrove Api - Api ( Avicennia Marina) - LC
2024,SH Upstream,SH Upstream,Region 4,,12.37,,12.37,no,,0,Rendah,,,1. Cemara laut (Casuarina equisetifolia) - LC
2024,SH Upstream,SH Upstream,Region 4,,2.13,,2.13,no,,1.56,Rendah,,,"1. Mangga (Mangifera indica) - LC
2. Jambu Kristal (Syzygium aqueum) - LC
3. Nangka Thailand (Artocarpus heterophyllus) - LC
4. Sirsak Madu (Annona muricata L) - LC
5. Alpukat (Persea americana) - LC"
2024,SH Upstream,SH Upstream,Region 4,,0.04,,0.04,no,,1,Rendah,,,"1. Trembesi (Samanea saman) - LC
2. Ketapang (Terminalia catappa) - LC
3. Tabebuya (Tabebuia) - LC
4. Nangka (Artocarpus heterophyllus) - LC
5. Mahoni (Swietenia mahagoni) - NT
6. Telang (Clitoria ternatea) - LC"
2024,SH Upstream,SH Upstream,Region 4,,4.4,,4.4,no,,0.933,Rendah,,,"1. Melon Elysia (Cucumis melo) - LC
2. Melon Aruni (Cucumis melo) - LC"
2024,SH Upstream,SH Upstream,Region 4,PT Pertamina EP Asset 4 Field Poleng,7.09,,7.09,no,,,,,,"1. Kelengkeng (Dimocarpus longan) - DD
2. Sentigi (Pemphis acidula) - LC
3. Cemara Udang/ Laut (Casuarina equisetifolia) - LC
4. Mangrove (Rhizophora apiculata) - LC
5. Ketapang Laut (Terminalia catappa) - LC"
2024,SH Upstream,SH Upstream,Region 4,PT PHE - West Madura Offshore,68,,68,no,,3.28,Tinggi,"1. Belalang rumput (Oxya japonica) - LC
2. Belalang coklat (Phlaeoba fumosa) - LC
3. Belalang batu (Trilophidia sp) - LC
4. Belalang kayu (Valanga nigricornis) - LC
5. Bunglon kebun (Calotes versicolor) - LC
6. Tawon (Xylocopa latipes) - LC
7. Ngengat (Amata huebneri) - LC
8. Ngengat (Utetheisa lotrix) - LC
9. Kumbang koksi (Coccinella sp) - LC
10. Capung-jarum sawah (Ischnura senegalensis) - LC
11. Capung-jarum centil (Agriocnemis femina) - LC
12. Capung-jarum kepala kecil (Pseudagrion microcephalum) - LC
13. Ular air (Cerberus rynchops) - LC
14. Semut merah (Oecophylla smaragdina) - LC
15. Kupu-kupu (Borbo cinnara) - LC
16. Kupu-kupu (Taractrocera nigrolimbata) - LC
17. Kupu-kupu (Pelopidas conjunctus) - LC
18. Capung-tengger garis-hitam (Crocothemis servilia) - LC
19. Capung-tengger hijau (Diplacodes trivialis) - LC
20. Capung-sambar hijau (Orthetrum sabina) - LC
21. Kupu-kupu (Zizeeria karsandra) - LC
22. Kupu-kupu (Zizina otis) - LC
23. Kupu-kupu (Zizula hylax) - LC
24. Kupu-kupu (Acraea terpsicore) - LC
25. Kupu-kupu (Danaus affinis) - LC
26. Kupu-kupu (Danaus chrysippus) - LC
27. Kupu-kupu (Danaus genutia) - LC
28. Kupu-kupu (Delias periboea) - LC
29. Kupu-kupu (Junonia atlites) - LC
30. Kupu-kupu (Junonia orithya) - LC
31. Kupu-kupu (Neptis hylas) - LC
32. Kupu-kupu (Papilio polytes) - LC
33. Kupu-kupu (Appias lybithea) - LC
34. Kupu-kupu (Catopsilia pomona) - LC
35. Kupu-kupu (Eurema blanda) - LC
36. Kupu-kupu (Eurema hecabe) - LC
37. Kupu-kupu (Leptosia nina) - LC
38. Capung-hantu kaki-kuning (Copera marginipes) - LC
39. Belalang pucung (Atractomorpha crenulata) - LC
40. Bapak pucung (Dysdercus cingulatus) - LC
41. Kadal matahari (Eutropis multifasciata) - LC
42. Biawak (Varanus salvator) - LC
43. Ular cical (Lycodon capucinus) - LC",,"1.Gedangan (Aegiceras floridum) – NT
2.Tengar (Ceriops decandra) – NT
3.Sentigi (Pemphis Acidula) – LC
4.Bakau minyak (Rhizophora apiculate) – LC
5.Tanjang lanang (Rhizophore mucronate) – LC
6.Tanjang putih (Bruguiera cylindrica) - LC
7.Bakau kurap (Rhizophora stylosa) – LC
8.Perepat (Sonneratia alba) – LC
9.Gedangan (Aegiceras corniculatum) - LC
10.Tengar (Ceriops tagal) – LC
11.Api-api putih (Avicennia alba) – LC
12.Api api (Avicennia marina) -LC
13.Api api daun lebar (Avicennia officinalis) – LC
14.Teruntum (Lumnitzera racemosa) – LC
15.Kayu wuta (Excoecaria agallocha) – LC
16.Nyiri (Xylocarpus moluccesis) – LC
17.Bakau merah (Bruguiera gymnorrhiza) – LC
18.Cemara laut (Casuarina equisetifolioa) – LC
19.Teruntum (Lumnitzera racemosa) – LC
20.Alur (Sesuvium portulacastrum) – LC
21.Kambingan (Derris trifoliata) - LC"
2024,SH Upstream,SH Upstream,Region 4,,,,,no,,3.3,Tinggi,"1. Remetuk laut (Gerygone sulphurea) - LC
2. Raja-udang biru (Alcedo coerulescens) - LC
3. Cekakak sungai (Todirhampus chloris) - LC
4. Cekakak Australia (Todirhampus sanctus) - LC
5. Kapinis rumah (Apus nipalensis) - LC
6. Walet linchi (Collocalia linchi) - LC
7. Cangak besar (Ardea alba) - LC
8. Blekok sawah (Ardeola speciosa) - LC
9. Kokokan laut (Butorides striata) - LC
10. Kuntul kecil (Egretta garzetta) - LC
11. Kuntul perak (Egretta intermedia) - LC
12. Kekep babi (Artamus leucorhynchus) - LC
13. Kapasan kemiri (Lalage nigra) - LC
14. Kapasan sayap-putih (Lalage sueurii) - LC
15. Cinenen pisang (Orthotomus sutorius) - LC
16. Perenjak rawa (Prinia flaviventris) - LC
17. Perenjak padi (Prinia inornata) - LC
18. Merpati batu (Columba livia) - LC
19. Perkutut Jawa (Geopelia striata) - LC
20. Tekukur biasa (Streptopelia chinensis) - LC",,"1. Mangga (Mangifera indica) - DD
2. Sirsak (Annona muricata) - LC
3. Srikaya (Annona squamosa) - LC
4. Glodokan tiang (Polyalthia longifolia) - LC
5. Palm (Areca macrocalyx) - LC
6. Palem botol (Hyophorbe lagenicaulis) - CR
7. Palem kipas (Livistona rotundifolia) - LC
8. Palem waregu (Rhapis excelsa) - LC
9. Palem putri (Adonidia merillii) - LC
10. Kelapa (Cocos nucifera) - LC
11. Palem kuning (Dypsis lutescens) - NT
12. Palem phoenix (Phoenix robelinii) - LC
13. Tabebuia (Tabebuia aurea) - LC
14. Purnamasada (Cordia subcordata) - LC
15. Cemara laut (Casuarina equisetifolia) - LC
16. Cemara kipas (Thuja orientalis) - NT
17. Pakis (Cycas sp) - EN
18. Kersen (Muntingia calabura) - LC
19. Akasia (Acacia auriculiformis) - LC
20. Trembesi (Samanea saman) - LC
21. Angsana kembang (Pterocarpus indicus) - EN
22. Lamtoro (Leucaena leucocephala) - LC
23. Mimba (Azadirachta indica) - LC
24. Mahoni (Swietenia macrophylla) - EN
25. Nangka (Artocarpus heterophyllus) - LC
26. Serut (Streblus asper) - LC
27. Beringin (Ficus benjamina) - LC
28. Beringin dolar (Ficus sp) - LC
29. Beringin putih (Ficus variegata) - LC
30. Jambu biji (Psidium guajava) - LC
31. Jambu air (Syzygium aqueum) - LC
32. Duwet hitam (Syzygium cumini) - LC
33. Belimbing buah (Averrhoa carambola) - DD
34. Pandan kipas (Pandanus utilis) - LC
35. Cermai (Phyllanthus acidus) - LC
36. Mengkudu (Morinda citrifolia) - LC
37. Kiara payung (Filicium decipiens) - LC
38. Sawo kecik (Manilkara kauki) - DD
39. Gamal (Gliricidia sepium) - LC"
2024,SH Upstream,SH Upstream,Region 4,,,,,no,,3.423,Tinggi,,91,
