tahun,sub_holding,sub_holding_original,unit_operasi,wilayah_kerja,luasan_offsite_ha,luasan_overlap_ha,luasan_total_ha,location_adjacent,location_overlapped,biodiversity_score,biodiversity_category,fauna_names,fauna_released_count,flora_names
2023,SH Upstream,SH Upstream,Region 1,Pertamina Hulu Rokan - Bekasap Rokan,,,,yes,no,2.703,Sedang,"1.Gajah Sumatera (Elephas maximus sumatranus) - EN
2.Beruang Madu (Helarctos malayanus) - VU
3.Harimau Sumatera (Panthera tigris sumatrae) - EN
4.Beruk (Macaca nemestrina) - VU
5.Lutung Simpai (Presbytis melalophos) - EN
6.Kerak Kerbau (Acridotheres javanicus) - VU
7.Elang Alap Cina (Accipiter soloensis) - LC
8.Elang Tikus (Elanus caeruleus) - LC
9.Betet Biasa (Psittacula alexandri) - NT
10.Kipasan Belang (Rhipidura javanica) - LC
11.Elang Ular Bido (Spilornis cheela) - LC
12.Ular Lanang (Ophiophagus hannah) - VU
13.Cucak kutilang (Pycnonotus aurigaster) - LC
14.Perkutut Jawa (Geopelia striata) - LC
15.Bubut alang-alang (Centropus bengalensis) - LC
16.Tiong-lampu biasa (Eurystomus orientalis) - LC
17.Puyuh batu (Synoicus chinensis) - LC
18.Bentet kelabu (Lanius schach) - LC
19.Perenjak rawa (Prinia flaviventris) - LC
20.Burung-gereja Erasia (Passer montanus) - LC
21.Cekakak belukar (Halcyon smyrnensis) - LC
22.Bondol rawa (Lonchura malacca) - LC
23.Layang-layang batu (Hirundo tahitica) - LC
24.Bondol rawa (Lonchura malacca) - LC
25.Layang-layang api (Hirundo rustica) - LC
26.Kareo padi (Amaurornis phoenicurus) - LC
27.Kekep babi (Artamus leucoryn) - LC
28.Merbah cerukcuk (Pycnonotus goiavier) - LC
29.Walet (Collocalia s p .) - LC
30.Tekukur biasa (Spilopelia chinensis) - LC
31.Cipoh kacat (Aegithina tiphia) - LC
32.Pelatuk kijang (Micropternus brachyurus) - LC
33.Kapasan kemiri (Lalage nigra) - LC
34.Cinenen kelabu (Orthotomus ruficeps) - LC
35.Merbah mata-merah (Pycnonotus brunneus) - LC
36.Bondol Peking (Lonchura punctulata) - LC
37.Pelatuk besi (Dinopium javanense) - LC
38.Cabai bunga-api (Dicaeum trigonostigma) - LC
39.Wiwik kelabu (Cacomantis merulinus) - LC
40.Punai gading (Treron vernans) - LC
41.Merbah belukar (Pycnonotus plumosus) - LC
42.Takur tenggeret (Psilopogon duvaucelii) - LC
43.Bondol haji (Lonchura maja) - LC
44.Gelatik-batu Kelabu (Parus major) - LC
45.Elang Bondol (Haliastus indus) - LC
46.Bentet Loreng (Lanius tigrinus) - LC
47.Cekakak Sungai (Todiramphus chloris) - LC
48.Kirik-kirik laut (Merops philippinus) - LC",173,1. Mahoni Daun Lebar (Swietenia macrophylla King) - VU
2023,SH Upstream,SH Upstream,Region 1,Pertamina Hulu Rokan - Minas Siak,,,4099,yes,no,2.635,Sedang,"1.Gajah Sumatera (Elephas maximus sumatranus) - EN
2.Beruang Madu (Helarctos malayanus) - VU
3.Beruk (Macaca nemestrina) - VU
4.Harimau Sumatera (Panthera tigris sumatrae) - EN
5.Lutung Simpai (Presbytis melalophos) – EN
6.Elang Alap Cina (Accipiter soloensis) - LC
7.Elang Tikus (Elanus caeruleus) - LC
8.Serindit Melayu (Loriculus galgulus) – LC
9.Kerak Kerbau (Acridotheres javanicus) - VU
10.Tiong Emas (Gracula religiosa) – LC
11.Elang Brontok (Nisaetus cirrhatus) - LC
12.Betet Biasa (Psittacula alexandri) – NT
13.Kipasan Belang (Rhipidura javanica) - LC
14.Elang Ular Bido (Spilornis cheela) - LC
15.Ular Lanang (Ophiophagus hannah) – VU
16.Cucak kutilang (Pycnonotus aurigaster) - LC
17.Perkutut Jawa (Geopelia striata) - LC
18.Bubut alang-alang (Centropus bengalensis) - LC
19.Tiong-lampu biasa (Eurystomus orientalis) - LC
20.Puyuh batu (Synoicus chinensis) - LC
21.Bentet kelabu (Lanius schach) - LC
22.Perenjak rawa (Prinia flaviventris) - LC
23.Burung-gereja Erasia (Passer montanus) - LC
24.Cekakak belukar (Halcyon smyrnensis) - LC
25.Bondol rawa (Lonchura malacca) - LC
26.Layang-layang batu (Hirundo tahitica) - LC
27.Bondol rawa (Lonchura malacca) - LC
28.Layang-layang api (Hirundo rustica) - LC
29.Kareo padi (Amaurornis phoenicurus) - LC
30.Kekep babi (Artamus leucoryn) - LC
31.Merbah cerukcuk (Pycnonotus goiavier) - LC
32.Walet (Collocalia s p .) - LC
33.Tekukur biasa (Spilopelia chinensis) - LC
34.Cipoh kacat (Aegithina tiphia) - LC
35.Pelatuk kijang (Micropternus brachyurus) - LC
36.Kapasan kemiri (Lalage nigra) - LC
37.Cinenen kelabu (Orthotomus ruficeps) - LC
38.Merbah mata-merah (Pycnonotus brunneus) - LC
39.Bondol Peking (Lonchura punctulata) - LC
40.Pelatuk besi (Dinopium javanense) - LC
41.Cabai bunga-api (Dicaeum trigonostigma) - LC
42.Wiwik kelabu (Cacomantis merulinus) - LC
43.Punai gading (Treron vernans) - LC
44.Merbah belukar (Pycnonotus plumosus) - LC
45.Takur tenggeret (Psilopogon duvaucelii) - LC
46.Bondol haji (Lonchura maja) - LC
47.Gelatik-batu Kelabu (Parus major) - LC
48.Bentet Loreng (Lanius tigrinus) - LC
49.Cekakak Sungai (Todiramphus chloris) - LC
50.Kirik-kirik laut (Merops philippinus) - LC",248,1. Mahoni Daun Lebar (Swietenia macrophylla King) - VU
2023,SH Upstream,SH Upstream,Region 1,PT Pertamina EP Asset 1 Field Ramba,,,24.54,yes,,2.796,Sedang,"Katak sawah, Biawak, Ular sawah, Perkutut, Babi hutan, Monyet",,"Jelutung, Karet, Ketapang Talang, Laban, Pule, Mangga, Gelam"
2023,SH Upstream,SH Upstream,Region 1,PT Pertamina EP Asset 2 Field Prabumulih,,,378.77,yes,,,,Gajah Sumatera (Elephas maximus ssp.sumatranus)-CR,,"1. Merawan (Hopea mengerawan)-CR
2. Leda/Eucaliptus (Eucalyptus deglupta)- VU
3. Balau Merah (Shorea balangeran)-VU"
2023,SH Upstream,SH Upstream,Region 1,PT Pertamina EP Asset 2 Field Pendopo,,,444.5,,yes,3.47,Tinggi,,,"1. Petanang (Dryobalanops oblongifolia) - EN
2. Jakarinda ( Jacaranda Mimisifolia - VU
3. Pinus (Pinus Merkusi) - VU
4. Angsana (Pteracarpus Indicus) - EN
5. Meranti Belangir ( Shorea balangeran) - VU
6. Mahoni (Swietenia macrophylla) - VU
7. Anggrek Bulan Jawa ( Dendrelaphis Pictus ) - DL
8. Anggrek Kasut Kuning ( Paphiopedilum Primulinum) - CR
9. Anggrek Kasut (Paphiodelium superbiens) - EN
10. Anggrek Bulan Sumatra (Phalaenopsis sumatrana) - DL
11. Anggrek Kelip (Phalaenopsis violacea) - VU"
2023,SH Upstream,SH Upstream,Region 1,PT Pertamina EP Asset 2 Field Limau,,,60.46,no,no,3.71,Tinggi,Macan Dahan (Neofelis diardii)- VU,1,"1. Cempedak (Artocarpus integer)- VU
2. Beringin (Ficus benjamina)-DD
3. Salam (Syzygium polyanthum)-DD
4. Nangka Sayur (Artocarpus heterophyllus)-DD
5. Aren (Arenga pinata)-LC
6. Akar Wangi (Chrysopogon zizanioides)- DD"
2023,SH Upstream,SH Upstream,Region 1,PT Pertamina EP Asset 2 Field Adera,,,121.81,no,no,,,"1. Kucing emas - NT
2. Enggang cula (rangkong badak) - VU",9,"1. Tembesu (Fagraea fragrans) - 33
2. Kayu Aro (Ficus carica L. ) – 10
3. Spt Mahoni tp Putih (Swietenia macrophyla King) - 0
4. Karet (Hevea bransiliensis) – 26
5. Seru (Schima wallichii) – 10
6. Keliyat (Syzygium Sp.) – 0
7. Jengkol (Archidendron pauciflorum) – 3
8. Macaranga (Macaranga gigantea) – 4
9. Gaharu (Aquilaria malaccensis) – 30
10. Spt Mahoni (Swietinia macrophylla King) – 52
11. Kayu Asia – 0
12. Spt Salam (Syzygium polyantum) – 10
13. Mangga (Mangifera indica) – 41
14. Pinang (Areca catechu) – 5
15. Bintaro (Cerbera manghas) – 50
16. Trembesi (Samanea saman) – 82
17. Meranti (Shorea sp.) – 15
18. Bunga Tanjung (Mimusops elengi) – 55
19. Glodokan Tiang (Polyanthia longifolia) – 10
20. Cendana (Santalum album) – 35
21. Lamtoro (Leucaena leucocephala) – 4
22. Pulai (Alstonia scholaris) – 5
23. Jambu tengkalak (Bellucia pentamera) – 2
24. Tukulan (Blumeodendron tokbrai) – 4
25. Pulai (Alstonia pneumatophora) – 2
26. Ketapang (Terminalia catappa) - 5
27. Akasia (Acacia mangium) – 35
28. Lada (Piper Ningrum) – 2
29. Semerangi (Carallia brachiata) – 2
30. Beluluk (Dyospyros maingayi) – 8
31. Keruing (Dipterocarpus oblongifolius) – 5
32. Padma Raksasa (Rafflesia arnoldii) – 18
33. Eucalyptus rainbow (Eucalyptus deglupta) – 50
34. Damar Putih (Agathis labillardieri) – 6
35. Pohon Ara (Ficus) – 24"
2023,SH Upstream,SH Upstream,Region 2,PT PHE Offshore North West Java (PHE ONWJ),,,0.12,,yes,3.33,Tinggi,1. Penyu Sisik (Eretmochelys Imbricata) - CR,28,"1. Rhizophora mucronata - LC
2. Avicennia marina - LC
3. Avicennia alba - LC
4. Xylocarpus granatum - LC
5. Barringtonia asiatica - LC
6. Ziziphus mauritiana - LC
7. Casuarina equisetifolia - LC
8. Tamarindus indica - LC
9. Syzigium cumini - LC
10. Thespesia populnea - LC
11. Senna siamea - LC"
2023,SH Upstream,SH Upstream,Region 2,PT Pertamina Hulu Energi - Operation of South East Sumatera (OSES),,,3.02,yes,,,,"- Penyu Sisik (Eretmochelys imbricata) - CR
- Terumbu Karang (Acropora cervicornis) - CR",1818,Rhizopora stylosa - LC
2023,SH Upstream,SH Upstream,Region 2,PT Pertamina EP Asset 3 Subang Field,,,40.6,no,no,2.877,Sedang,"1. Hylobates moloch (Owa Jawa) - EN
2. Spilornis cheela (Elang Ular Bido) - LC
3. Troides helena (Kupu-kupu Raja Helena) - LC",7,
2023,SH Upstream,SH Upstream,Region 2,PT Pertamina EP Asset 3 Jatibarang Field,,,1.28,yes,,2.653,Sedang,"1. Kipasan Belang - LN
2. Gelatik Jawa - VU
3. Macan tutul - EN
4. Elang jawa - EN
5. Surili - EN",15,"1. Angsana - EN
2. Mahoni - VU"
2023,SH Upstream,SH Upstream,Region 2,PT Pertamina EP Asset 3 Tambun Field,,,2.7,no,no,1.6,Rendah,1. Surili - VU,0,"1. Puspa - N/A
2. Kibereum - LN
3. Rasamala - N/A
4. Kisalam - N/A
5. Baros/Manglid - N/A"
2023,SH Upstream,SH Upstream,Region 3,Pertamina Hulu Mahakam (PHM),,,90.8,no,no,3.01,Tinggi,Pesut Mahakam (Orcaella brevirostris) - EN,,"1. Paphiopedilum Paraphalaenopsis laycockii supardii Braem & Löb - Not registered
2. Shorea balangeran - VU"
2023,SH Upstream,SH Upstream,Region 3,Pertamina Hulu Sanga - Sanga (PHSS),,,86.43,no,no,1.13,Rendah,,,"1. Johar (Cassia siamea Lamk) - LC
2. Trembesi (Samanea saman) - LC
3. Beringin (Ficus benjamina) - NE
4. Gamal (Gliricidia sepium) - LC
5. Waru (Hisbicus tiliaceus) - LC
6. Pohon Saga (Adenanthera povonina) - LC
7. Kelapa Sawit (Elaeis) - NE
8. Jarak (Ricinus communis) - NE
9. Mahoni (S. macrophylla) - VU
10. Bayur (Pterospermum javanicum) - LC
11. Sulam (Portulaca grandiflora) - LC
12. Meranti (Shorea leprosula) - CR
13. Puspa (Schima wallichii) - CR
14. Jabon (Anthocephalus cadamba) -"
2023,SH Upstream,SH Upstream,Region 3,PT Pertamina EP Assest 5 Field Sangatta *) & **),,,1610.22,yes,,,,"1. Orangutan (Pongo pygmaeus) - CR
2. Bekantan (Nasalis larvatus) - EN
3. Burung Rangkong (Bucerotidae) - VU
4. Beruang Madu (Helarctos malayanus) - VU",,"Kerantungan (Durio oxleyanusi)
Lahung (Durio Graveolens) - VU
Kerantungan (Durio oxleyanusi)
Lahung (Durio Graveolens) - VU
Mahoni (Swietenia mahagoni)
Leban (Vitex pinnata)
Jati (Tectona grandis)
Kerantungan (Durio oxleyanusi)
Lahung (Durio Graveolens) - VUPrepat - LC
Bakau (Rhizophora racemosa)
Api-api (Avicenna alba)
Api-api (Avicenna lanat)
Nyamplung (Calophyllum inophylum)
Tengkawang Tungkul (Shorea stenoptera) - NT
Mangga Kasturi (Mangifera casturi) - EW
Menggeris (Koompassia excelsa)
Ketapang (Terminalia catappa) - LC
Bintaro (Cerbera manghas) - LC"
2023,SH Upstream,SH Upstream,Region 3,PT Pertamina EP Asset 5 Field Sanga-Sanga,,,7.5,no,yes,,,Bekantan (Nasalis larvatus),23,Bekantan (Nasalis larvatus) - EN
2023,SH Upstream,SH Upstream,Region 3,PT Pertamina EP Asset 5 Field Tanjung,,,3.3,no,no,2.003,Sedang,"1. Rusa Sambar (Rusa unicolor) - VU
2. Luntung Kelabu (Trachypithecus cristatus) - VU
3. Pelanduk Kancil (Tragulus javanicus) - DD
4. Berang-berang Pantai (Lutra lutra) - LD
5. Orangutan (Pongo pygmaeus) - CR",,"1. Langsat (Lansium domesticum) - DD
2. Durian (Durio zibethinus) - DD
3. Seruni (Chrysanthemum Inodorum) - DD
4. Mangga (Mangifera sp) - DD
5. Kelapa (Cocos nucifera) - DD
6. Sengon (Paraserianthes falcataria) – DD
7. Meranti (Shorea) - EN
8. Kapur (Dryobalanops aromatica) - VU
9. Ulin (Eusideroxylon zwageri) - VU
10. Lai (Durio kutejensis) - VU
11. Gayam (Inocarpus fagifer) - LC
12. Ketapang (Terminalia catappa) - LC
13. Petai (Parkia speciosa) - LC
14. Kemiri (Aleurites moluccana) - LC
15. Rambutan (Nephelium lappaceum) - LC
16. Beringin (Ficus benjamina) - LC
17. Mahoni (Switenia mahagoni) - DD
18. Terembesi (Samanea saman) - LC
19. Mangga kasturi (Mangifera casturi) - EW
20. Laban (Vitex pinnata) - LC
21. Angsana (Pterocarpus indicus) - EN
22. Sawit (Elaeis guineensis) - LC
23. Johar (Senna siamea) - LC
24. Akasia (Acacia auriculiformis) - LC
25. Karet (Hevea brasiliensis) - LC
26. Pinus (Pinus merkusii) - VU
27. Sentul (Sandoricum koetjape) - LC
28. Gamal (Gliricidia sepium) - LC
29. Bintaro (Cerbera manghas) - LC
30. Sungkai (Peronema canescens) - LC
31. Palem (Arecaceae) - DD
32. Pinang merah (Cyrthostachis lakka) - DD
33. Puring (Croton sp.) - EN
34. Kayu Ara (Ficus adenosperma) - LC
35. Pohon Hujan (Spathoidea campanulata) - DD
36. Jambu Air (Syzygium aqueum) - LC
37. Pohon Loba (Symplocos sp.) - DD
38. Kerai Payung (Filicium sp.) - DD
39. Pinang (Areca cathecu) - DD
40. Daun Salam (Syzygium polyantum) - DD
41. Anggrek Hitam (Coelogyne pandurataI) - DD
42. Anggrek Sendok (Spathoglottis zurea) - DD
43. Anggrek Bulan (Phalaenopsis amabilis) - DD
44. Anggrek Dendrobium (Dendrobium macrophyllum) - LC
45. Anggrek Tebu (Grammatophyllum speciosum Blume) - DD
46. Lidah Mertua (Sansevieria trifasciata lauretii) - DD
47. Keladi Tengkorak Kalim (Alocasia cuprea) - DD
48. Keladi Amazon (Alocasia amazonica) - DD
49. Keladi White Queen (Alocasia white queen) - DD
50. Keladi Tikus (Typhonium flagelliforme) - LC
51. Keladi Red Flash (Caladium red flash) - DD
52. Pisang (Musa parasidica) - DD
53. Talas (Colocasia esculenta) - LC
54. Rumput Gajah (Pennnisetum purpureum) - DD
55. Rumput Pait (Axonopus compressus) - LC
56. Serai (Cymbopogon citratus) - DD
57. Jahe Merah (Zingiber Officinale Var Rubrum Rhizoma) - DD
58. Kunyit (Curcuma domestica) - DD
59. Lengkuas (Alpinia galanga) - DD"
2023,SH Upstream,SH Upstream,Region 3,Pertamina Hulu Kalimantan Timur (PHKT),,,655.49,no,no,3.245,Tinggi,"1. Bangau Tong Tong (Leptoptilos javanicus) - VU
2. Gelatik Jawa (Lonchura oryzivora) - EN
3. Kerak Kerbau (Acridotheres javanicus) - VU
4. Monyet Ekor Panjang (Macaca fascicularis) - EN
5. Lutung Kelabu (Trachypithecus cristatus) - NT
6. Bekantan (Nasalis larvatus) - EN
7. Kuya Batok (Cuora amboinensis) - VU
8. Beruk (Macaca nemestrina) - EN
9. Owa Kelawat (Hylobates muelleri) - EN
10. Rusa Sambar (Cervus unicolor) - VU",30,"1. Simpur (Dillenia borneesis) - VU
2. Meranti Merah (Shorea balangeran) - VU
3. Ulin (Eusideroxylon zwageri) - VU
4. Durian Burung (Durio acutifolius) - VU
5. Lai (Durio kutejensis) - VU
6. Bintawak (Artocarpus anisophyllus) - VU
7. Gaharu (Aqualaria malaccensis) - CR
8. Mersawa Tenam (Anisoptera marginata) - VU"
